rgn_id,year,species,llic,number,lbs,family,mus,fishery
2,2017,Lehi,25,365,"2,554",Lutjanidae,BMUS,bottom
1,2012,Lehi,39,313,"2,373",Lutjanidae,BMUS,bottom
1,2013,Lehi,36,748,"4,793",Lutjanidae,BMUS,bottom
1,2014,Lehi,41,396,"2,436",Lutjanidae,BMUS,bottom
1,2015,Lehi,33,360,"2,065",Lutjanidae,BMUS,bottom
1,2016,Lehi,29,382,"2,028",Lutjanidae,BMUS,bottom
1,2017,Lehi,21,401,"2,149",Lutjanidae,BMUS,bottom
2,2012,Onaga,27,692,"3,185",Lutjanidae,BMUS,bottom
2,2013,Onaga,23,534,"2,656",Lutjanidae,BMUS,bottom
2,2014,Onaga,26,952,"4,978",Lutjanidae,BMUS,bottom
2,2015,Onaga,24,663,"2,834",Lutjanidae,BMUS,bottom
2,2016,Onaga,27,705,"5,029",Lutjanidae,BMUS,bottom
2,2017,Onaga,18,900,"7,726",Lutjanidae,BMUS,bottom
1,2012,Onaga,16,211,"1,353",Lutjanidae,BMUS,bottom
1,2013,Onaga,28,650,"4,498",Lutjanidae,BMUS,bottom
1,2014,Onaga,28,344,"2,435",Lutjanidae,BMUS,bottom
1,2015,Onaga,18,286,"1,696",Lutjanidae,BMUS,bottom
1,2016,Onaga,18,473,"3,420",Lutjanidae,BMUS,bottom
1,2017,Onaga,9,515,"2,921",Lutjanidae,BMUS,bottom
2,2012,Opakapaka,35,"2,386","8,950",Lutjanidae,BMUS,bottom
2,2013,Opakapaka,34,"2,504","8,948",Lutjanidae,BMUS,bottom
2,2014,Opakapaka,41,"4,564","17,140",Lutjanidae,BMUS,bottom
2,2015,Opakapaka,39,"4,938","14,592",Lutjanidae,BMUS,bottom
2,2016,Opakapaka,43,"5,227","18,618",Lutjanidae,BMUS,bottom
2,2017,Opakapaka,40,"4,592","17,931",Lutjanidae,BMUS,bottom
1,2012,Opakapaka,52,"1,581","5,684",Lutjanidae,BMUS,bottom
1,2013,Opakapaka,55,"3,486","13,350",Lutjanidae,BMUS,bottom
1,2014,Opakapaka,64,"3,297","11,394",Lutjanidae,BMUS,bottom
1,2015,Opakapaka,48,"2,644","8,254",Lutjanidae,BMUS,bottom
1,2016,Opakapaka,44,"3,088","9,770",Lutjanidae,BMUS,bottom
1,2017,Opakapaka,38,"2,912","10,263",Lutjanidae,BMUS,bottom
2,2012,Taape,11,149,118,Lutjanidae,BMUS,bottom
2,2013,Taape,7,122,86,Lutjanidae,BMUS,bottom
2,2014,Taape,7,189,181,Lutjanidae,BMUS,bottom
2,2015,Taape,9,137,100,Lutjanidae,BMUS,bottom
2,2016,Taape,8,195,146,Lutjanidae,BMUS,bottom
2,2017,Taape,7,307,169,Lutjanidae,BMUS,bottom
1,2012,Taape,26,"1,316",973,Lutjanidae,BMUS,bottom
1,2013,Taape,31,729,758,Lutjanidae,BMUS,bottom
1,2014,Taape,23,712,594,Lutjanidae,BMUS,bottom
1,2015,Taape,19,630,445,Lutjanidae,BMUS,bottom
1,2016,Taape,20,384,304,Lutjanidae,BMUS,bottom
1,2017,Taape,22,779,476,Lutjanidae,BMUS,bottom
2,2012,Uku,33,548,"4,622",Lutjanidae,BMUS,bottom
2,2013,Uku,42,589,"4,603",Lutjanidae,BMUS,bottom
2,2014,Uku,41,834,"6,301",Lutjanidae,BMUS,bottom
2,2015,Uku,53,"1,442","11,428",Lutjanidae,BMUS,bottom
2,2016,Uku,49,"1,779","13,334",Lutjanidae,BMUS,bottom
2,2017,Uku,39,"1,934","13,710",Lutjanidae,BMUS,bottom
1,2012,Uku,57,346,"2,482",Lutjanidae,BMUS,bottom
1,2013,Uku,48,629,"5,150",Lutjanidae,BMUS,bottom
1,2014,Uku,49,707,"4,652",Lutjanidae,BMUS,bottom
1,2015,Uku,58,571,"3,861",Lutjanidae,BMUS,bottom
1,2016,Uku,55,411,"2,969",Lutjanidae,BMUS,bottom
1,2017,Uku,38,302,"1,879",Lutjanidae,BMUS,bottom
2,2012,Akule,6,"1,153",632,Carangidae,CHCR,coastal_pelagic
2,2013,Akule,5,"1,089",598,Carangidae,CHCR,coastal_pelagic
2,2014,Akule,8,618,393,Carangidae,CHCR,coastal_pelagic
2,2015,Akule,10,596,351,Carangidae,CHCR,coastal_pelagic
2,2016,Akule,8,405,310,Carangidae,CHCR,coastal_pelagic
2,2017,Akule,4,293,144,Carangidae,CHCR,coastal_pelagic
1,2012,Akule,33,"20,488","12,267",Carangidae,CHCR,coastal_pelagic
1,2013,Akule,30,"10,507","7,269",Carangidae,CHCR,coastal_pelagic
1,2014,Akule,29,"14,828","9,164",Carangidae,CHCR,coastal_pelagic
1,2015,Akule,29,"23,749","13,200",Carangidae,CHCR,coastal_pelagic
1,2016,Akule,27,"22,861","13,692",Carangidae,CHCR,coastal_pelagic
1,2017,Akule,25,"18,002","9,474",Carangidae,CHCR,coastal_pelagic
1,2013,Butaguchi ulua,3,8,27,Carangidae,CHCR,coastal_pelagic
1,2014,Dobe ulua,3,175,468,Carangidae,CHCR,coastal_pelagic
2,2012,Golden kali,5,12,14,Emmelichthyidae,CHCR,coastal_pelagic
2,2013,Golden kali,5,22,30,Emmelichthyidae,CHCR,coastal_pelagic
1,2012,Golden kali,5,48,72,Emmelichthyidae,CHCR,coastal_pelagic
1,2013,Golden kali,9,94,118,Emmelichthyidae,CHCR,coastal_pelagic
1,2014,Golden kali,7,49,61,Emmelichthyidae,CHCR,coastal_pelagic
1,2015,Golden kali,4,14,19,Emmelichthyidae,CHCR,coastal_pelagic
1,2016,Golden kali,4,9,19,Emmelichthyidae,CHCR,coastal_pelagic
1,2017,Golden kali,5,72,104,Emmelichthyidae,CHCR,coastal_pelagic
1,2012,Gunkan ulua,3,2,60,Carangidae,CHCR,coastal_pelagic
1,2013,Gunkan ulua,4,7,92,Carangidae,CHCR,coastal_pelagic
1,2015,Hahalalu,3,54,19,Carangidae,CHCR,coastal_pelagic
1,2016,Hahalalu,3,326,87,Carangidae,CHCR,coastal_pelagic
1,2017,Hahalalu,4,"2,557",563,Carangidae,CHCR,coastal_pelagic
2,2017,Kagami ulua,3,5,36,Carangidae,CHCR,coastal_pelagic
2,2012,Kahala,16,71,890,Carangidae,CHCR,coastal_pelagic
2,2013,Kahala,11,63,"1,013",Carangidae,CHCR,coastal_pelagic
2,2014,Kahala,13,42,593,Carangidae,CHCR,coastal_pelagic
2,2015,Kahala,8,119,"1,462",Carangidae,CHCR,coastal_pelagic
2,2016,Kahala,13,402,"5,697",Carangidae,CHCR,coastal_pelagic
2,2017,Kahala,10,139,"1,807",Carangidae,CHCR,coastal_pelagic
1,2012,Kahala,18,21,262,Carangidae,CHCR,coastal_pelagic
1,2013,Kahala,17,54,592,Carangidae,CHCR,coastal_pelagic
1,2014,Kahala,14,71,476,Carangidae,CHCR,coastal_pelagic
1,2015,Kahala,6,80,566,Carangidae,CHCR,coastal_pelagic
1,2016,Kahala,10,80,940,Carangidae,CHCR,coastal_pelagic
1,2017,Kahala,9,37,576,Carangidae,CHCR,coastal_pelagic
2,2012,Kamanu,9,15,125,Carangidae,CHCR,coastal_pelagic
2,2013,Kamanu,11,17,138,Carangidae,CHCR,coastal_pelagic
2,2014,Kamanu,7,25,203,Carangidae,CHCR,coastal_pelagic
2,2015,Kamanu,13,57,417,Carangidae,CHCR,coastal_pelagic
2,2016,Kamanu,18,84,497,Carangidae,CHCR,coastal_pelagic
2,2017,Kamanu,14,137,675,Carangidae,CHCR,coastal_pelagic
1,2012,Kamanu,27,266,"1,295",Carangidae,CHCR,coastal_pelagic
1,2013,Kamanu,20,80,464,Carangidae,CHCR,coastal_pelagic
1,2014,Kamanu,25,103,636,Carangidae,CHCR,coastal_pelagic
1,2015,Kamanu,15,54,285,Carangidae,CHCR,coastal_pelagic
1,2016,Kamanu,25,135,668,Carangidae,CHCR,coastal_pelagic
1,2017,Kamanu,29,120,482,Carangidae,CHCR,coastal_pelagic
2,2012,Omilu,5,4,37,Carangidae,CHCR,coastal_pelagic
2,2013,Omilu,3,21,99,Carangidae,CHCR,coastal_pelagic
2,2014,Omilu,5,10,53,Carangidae,CHCR,coastal_pelagic
2,2016,Omilu,4,7,107,Carangidae,CHCR,coastal_pelagic
2,2017,Omilu,4,64,274,Carangidae,CHCR,coastal_pelagic
1,2012,Omilu,5,216,520,Carangidae,CHCR,coastal_pelagic
1,2013,Omilu,7,19,198,Carangidae,CHCR,coastal_pelagic
1,2014,Omilu,8,143,255,Carangidae,CHCR,coastal_pelagic
1,2015,Omilu,8,424,354,Carangidae,CHCR,coastal_pelagic
1,2016,Omilu,6,34,221,Carangidae,CHCR,coastal_pelagic
1,2017,Omilu,7,34,161,Carangidae,CHCR,coastal_pelagic
2,2012,Opelu,12,"4,294","9,605",Carangidae,CHCR,coastal_pelagic
2,2013,Opelu,12,"6,288","9,698",Carangidae,CHCR,coastal_pelagic
2,2014,Opelu,17,"6,772","6,734",Carangidae,CHCR,coastal_pelagic
2,2015,Opelu,13,"7,156","7,063",Carangidae,CHCR,coastal_pelagic
2,2016,Opelu,13,"7,795","3,553",Carangidae,CHCR,coastal_pelagic
2,2017,Opelu,7,"3,584","1,111",Carangidae,CHCR,coastal_pelagic
1,2012,Opelu,71,"303,410","139,711",Carangidae,CHCR,coastal_pelagic
1,2013,Opelu,59,"264,803","118,473",Carangidae,CHCR,coastal_pelagic
1,2014,Opelu,57,"345,841","144,004",Carangidae,CHCR,coastal_pelagic
1,2015,Opelu,48,"338,187","148,421",Carangidae,CHCR,coastal_pelagic
1,2016,Opelu,49,"237,330","103,346",Carangidae,CHCR,coastal_pelagic
1,2017,Opelu,32,"210,707","69,489",Carangidae,CHCR,coastal_pelagic
1,2013,Opelu mama,3,26,42,Carangidae,CHCR,coastal_pelagic
1,2014,Opelu mama,4,10,32,Carangidae,CHCR,coastal_pelagic
2,2013,Papa ulua,3,80,59,Carangidae,CHCR,coastal_pelagic
2,2014,Papa ulua,3,35,81,Carangidae,CHCR,coastal_pelagic
2,2015,Papa ulua,3,6,19,Carangidae,CHCR,coastal_pelagic
2,2016,Papa ulua,4,138,334,Carangidae,CHCR,coastal_pelagic
2,2017,Papa ulua,5,39,118,Carangidae,CHCR,coastal_pelagic
1,2013,Papa ulua,4,13,65,Carangidae,CHCR,coastal_pelagic
1,2014,Papa ulua,3,11,48,Carangidae,CHCR,coastal_pelagic
1,2015,Papa ulua,3,12,29,Carangidae,CHCR,coastal_pelagic
1,2016,Papa ulua,3,57,115,Carangidae,CHCR,coastal_pelagic
1,2017,Papa ulua,6,46,221,Carangidae,CHCR,coastal_pelagic
1,2013,Sasa ulua,4,15,67,Carangidae,CHCR,coastal_pelagic
1,2015,Sasa ulua,3,26,268,Carangidae,CHCR,coastal_pelagic
2,2015,Ulua-misc.,3,13,57,Carangidae,CHCR,coastal_pelagic
1,2014,Ulua-misc.,4,8,32,Carangidae,CHCR,coastal_pelagic
1,2015,Ulua-misc.,7,29,180,Carangidae,CHCR,coastal_pelagic
2,2012,White ulua,5,6,274,Carangidae,CHCR,coastal_pelagic
2,2013,White ulua,6,3,90,Carangidae,CHCR,coastal_pelagic
2,2014,White ulua,3,2,105,Carangidae,CHCR,coastal_pelagic
2,2015,White ulua,9,7,236,Carangidae,CHCR,coastal_pelagic
2,2016,White ulua,3,57,804,Carangidae,CHCR,coastal_pelagic
2,2017,White ulua,4,129,653,Carangidae,CHCR,coastal_pelagic
1,2012,White ulua,14,49,"1,614",Carangidae,CHCR,coastal_pelagic
1,2013,White ulua,9,28,883,Carangidae,CHCR,coastal_pelagic
1,2014,White ulua,8,40,631,Carangidae,CHCR,coastal_pelagic
1,2015,White ulua,7,42,363,Carangidae,CHCR,coastal_pelagic
1,2016,White ulua,14,38,609,Carangidae,CHCR,coastal_pelagic
1,2017,White ulua,4,25,327,Carangidae,CHCR,coastal_pelagic
2,2012,Aku,57,"1,217","8,276",Scombridae,PMUS,pelagic
2,2013,Aku,41,759,"5,470",Scombridae,PMUS,pelagic
2,2014,Aku,42,"1,074","6,076",Scombridae,PMUS,pelagic
2,2015,Aku,49,"1,130","7,267",Scombridae,PMUS,pelagic
2,2016,Aku,37,585,"6,365",Scombridae,PMUS,pelagic
2,2017,Aku,46,607,"6,442",Scombridae,PMUS,pelagic
1,2012,Aku,199,"7,244","41,777",Scombridae,PMUS,pelagic
1,2013,Aku,172,"4,765","30,444",Scombridae,PMUS,pelagic
1,2014,Aku,163,"4,878","30,662",Scombridae,PMUS,pelagic
1,2015,Aku,161,"2,905","21,351",Scombridae,PMUS,pelagic
1,2016,Aku,144,"3,083","27,238",Scombridae,PMUS,pelagic
1,2017,Aku,150,"1,430","19,275",Scombridae,PMUS,pelagic
2,2012,Bigeye tuna,18,"1,712","19,331",Scombridae,PMUS,pelagic
2,2013,Bigeye tuna,14,915,"21,635",Scombridae,PMUS,pelagic
2,2014,Bigeye tuna,22,454,"7,173",Scombridae,PMUS,pelagic
2,2015,Bigeye tuna,14,166,"1,492",Scombridae,PMUS,pelagic
2,2016,Bigeye tuna,15,320,"4,564",Scombridae,PMUS,pelagic
2,2017,Bigeye tuna,12,277,"5,992",Scombridae,PMUS,pelagic
1,2012,Bigeye tuna,114,"3,571","43,054",Scombridae,PMUS,pelagic
1,2013,Bigeye tuna,121,"3,509","64,334",Scombridae,PMUS,pelagic
1,2014,Bigeye tuna,128,"4,427","81,979",Scombridae,PMUS,pelagic
1,2015,Bigeye tuna,81,"1,007","17,286",Scombridae,PMUS,pelagic
1,2016,Bigeye tuna,91,"1,543","29,968",Scombridae,PMUS,pelagic
1,2017,Bigeye tuna,75,828,"26,382",Scombridae,PMUS,pelagic
2,2015,Black marlin,4,5,813,Istiophoridae,PMUS,pelagic
2,2016,Black marlin,4,5,"1,047",Istiophoridae,PMUS,pelagic
1,2012,Black marlin,7,5,"1,224",Istiophoridae,PMUS,pelagic
1,2013,Black marlin,8,5,"1,709",Istiophoridae,PMUS,pelagic
1,2014,Black marlin,9,9,"1,722",Istiophoridae,PMUS,pelagic
1,2015,Black marlin,12,9,"1,489",Istiophoridae,PMUS,pelagic
1,2016,Black marlin,9,8,949,Istiophoridae,PMUS,pelagic
1,2017,Black marlin,5,4,967,Istiophoridae,PMUS,pelagic
2,2012,Blue marlin,37,59,"17,774",Istiophoridae,PMUS,pelagic
2,2013,Blue marlin,39,47,"13,930",Istiophoridae,PMUS,pelagic
2,2014,Blue marlin,26,35,"11,097",Istiophoridae,PMUS,pelagic
2,2015,Blue marlin,41,76,"14,855",Istiophoridae,PMUS,pelagic
2,2016,Blue marlin,40,70,"14,131",Istiophoridae,PMUS,pelagic
2,2017,Blue marlin,29,50,"12,807",Istiophoridae,PMUS,pelagic
1,2012,Blue marlin,169,424,"115,695",Istiophoridae,PMUS,pelagic
1,2013,Blue marlin,169,727,"101,102",Istiophoridae,PMUS,pelagic
1,2014,Blue marlin,163,461,"119,235",Istiophoridae,PMUS,pelagic
1,2015,Blue marlin,193,627,"113,618",Istiophoridae,PMUS,pelagic
1,2016,Blue marlin,148,440,"82,586",Istiophoridae,PMUS,pelagic
1,2017,Blue marlin,150,546,"104,634",Istiophoridae,PMUS,pelagic
1,2013,Blue shark,3,0,0,Carcharhinidae,PMUS,pelagic
2,2012,Kawakawa,8,22,209,Scombridae,PMUS,pelagic
2,2013,Kawakawa,13,36,373,Scombridae,PMUS,pelagic
2,2014,Kawakawa,24,208,682,Scombridae,PMUS,pelagic
2,2015,Kawakawa,27,255,"1,115",Scombridae,PMUS,pelagic
2,2016,Kawakawa,24,148,906,Scombridae,PMUS,pelagic
2,2017,Kawakawa,23,95,675,Scombridae,PMUS,pelagic
1,2012,Kawakawa,13,17,230,Scombridae,PMUS,pelagic
1,2013,Kawakawa,5,19,234,Scombridae,PMUS,pelagic
1,2014,Kawakawa,25,371,"1,043",Scombridae,PMUS,pelagic
1,2015,Kawakawa,24,653,"2,025",Scombridae,PMUS,pelagic
1,2016,Kawakawa,25,193,879,Scombridae,PMUS,pelagic
1,2017,Kawakawa,20,65,407,Scombridae,PMUS,pelagic
1,2012,Keokeo,4,4,8,Keokeo,PMUS,pelagic
1,2015,Keokeo,3,6,14,Keokeo,PMUS,pelagic
2,2012,Mahimahi,130,"2,114","35,386",Coryphaenidae,PMUS,pelagic
2,2013,Mahimahi,118,"1,319","20,333",Coryphaenidae,PMUS,pelagic
2,2014,Mahimahi,122,"2,633","37,762",Coryphaenidae,PMUS,pelagic
2,2015,Mahimahi,121,"1,669","27,474",Coryphaenidae,PMUS,pelagic
2,2016,Mahimahi,66,"1,507","20,740",Coryphaenidae,PMUS,pelagic
2,2017,Mahimahi,85,"1,977","24,719",Coryphaenidae,PMUS,pelagic
1,2012,Mahimahi,331,"4,954","77,563",Coryphaenidae,PMUS,pelagic
1,2013,Mahimahi,314,"5,508","69,998",Coryphaenidae,PMUS,pelagic
1,2014,Mahimahi,307,"6,101","84,963",Coryphaenidae,PMUS,pelagic
1,2015,Mahimahi,282,"3,257","52,212",Coryphaenidae,PMUS,pelagic
1,2016,Mahimahi,224,"2,155","34,020",Coryphaenidae,PMUS,pelagic
1,2017,Mahimahi,199,"2,390","34,855",Coryphaenidae,PMUS,pelagic
1,2013,Oceanic whitetip,6,2,80,Carcharhinidae,PMUS,pelagic
1,2015,Oceanic whitetip,5,0,0,Carcharhinidae,PMUS,pelagic
2,2012,Ono,124,"1,531","35,843",Scombridae,PMUS,pelagic
2,2013,Ono,125,"1,448","32,398",Scombridae,PMUS,pelagic
2,2014,Ono,117,"1,378","30,854",Scombridae,PMUS,pelagic
2,2015,Ono,134,"1,767","38,710",Scombridae,PMUS,pelagic
2,2016,Ono,101,"1,230","26,232",Scombridae,PMUS,pelagic
2,2017,Ono,90,710,"14,751",Scombridae,PMUS,pelagic
1,2012,Ono,371,"4,882","118,634",Scombridae,PMUS,pelagic
1,2013,Ono,348,"4,733","111,188",Scombridae,PMUS,pelagic
1,2014,Ono,360,"5,487","121,632",Scombridae,PMUS,pelagic
1,2015,Ono,338,"4,877","106,097",Scombridae,PMUS,pelagic
1,2016,Ono,266,"3,458","75,926",Scombridae,PMUS,pelagic
1,2017,Ono,257,"2,455","53,910",Scombridae,PMUS,pelagic
2,2012,S.N. spearfish,21,59,"2,044",Istiophoridae,PMUS,pelagic
2,2013,S.N. spearfish,25,48,"1,632",Istiophoridae,PMUS,pelagic
2,2014,S.N. spearfish,16,25,684,Istiophoridae,PMUS,pelagic
2,2015,S.N. spearfish,15,47,"1,357",Istiophoridae,PMUS,pelagic
2,2016,S.N. spearfish,26,66,"1,929",Istiophoridae,PMUS,pelagic
2,2017,S.N. spearfish,13,54,"1,667",Istiophoridae,PMUS,pelagic
2,2014,Sailfish,3,2,106,Istiophoridae,PMUS,pelagic
2,2015,Sailfish,6,7,432,Istiophoridae,PMUS,pelagic
2,2016,Sailfish,6,6,421,Istiophoridae,PMUS,pelagic
2,2017,Sailfish,6,15,940,Istiophoridae,PMUS,pelagic
1,2012,Sailfish,7,8,548,Istiophoridae,PMUS,pelagic
1,2013,Sailfish,7,6,320,Istiophoridae,PMUS,pelagic
1,2014,Sailfish,8,6,367,Istiophoridae,PMUS,pelagic
1,2015,Sailfish,12,25,"1,675",Istiophoridae,PMUS,pelagic
1,2016,Sailfish,10,7,494,Istiophoridae,PMUS,pelagic
1,2017,Sailfish,9,11,759,Istiophoridae,PMUS,pelagic
2,2012,Shark-misc.,4,0,0,Carcharhinidae,PMUS,pelagic
2,2013,Shark-misc.,5,0,0,Carcharhinidae,PMUS,pelagic
2,2016,Shark-misc.,4,2,135,Carcharhinidae,PMUS,pelagic
2,2017,Shark-misc.,4,0,0,Carcharhinidae,PMUS,pelagic
1,2012,Shark-misc.,8,3,304,Carcharhinidae,PMUS,pelagic
1,2013,Shark-misc.,7,1,135,Carcharhinidae,PMUS,pelagic
1,2014,Shark-misc.,4,1,103,Carcharhinidae,PMUS,pelagic
1,2015,Shark-misc.,5,0,0,Carcharhinidae,PMUS,pelagic
1,2016,Shark-misc.,3,0,0,Carcharhinidae,PMUS,pelagic
1,2012,Shortnosed spearfish,100,358,"11,829",Istiophoridae,PMUS,pelagic
1,2013,Shortnosed spearfish,88,374,"11,640",Istiophoridae,PMUS,pelagic
1,2014,Shortnosed spearfish,83,300,"9,456",Istiophoridae,PMUS,pelagic
1,2015,Shortnosed spearfish,86,424,"12,660",Istiophoridae,PMUS,pelagic
1,2016,Shortnosed spearfish,100,622,"19,098",Istiophoridae,PMUS,pelagic
1,2017,Shortnosed spearfish,78,390,"11,687",Istiophoridae,PMUS,pelagic
2,2012,Striped marlin,16,27,"1,254",Istiophoridae,PMUS,pelagic
2,2013,Striped marlin,10,9,678,Istiophoridae,PMUS,pelagic
2,2014,Striped marlin,10,16,848,Istiophoridae,PMUS,pelagic
2,2015,Striped marlin,10,15,"1,122",Istiophoridae,PMUS,pelagic
2,2016,Striped marlin,10,17,"1,036",Istiophoridae,PMUS,pelagic
2,2017,Striped marlin,8,7,506,Istiophoridae,PMUS,pelagic
1,2012,Striped marlin,56,116,"5,530",Istiophoridae,PMUS,pelagic
1,2013,Striped marlin,45,73,"5,031",Istiophoridae,PMUS,pelagic
1,2014,Striped marlin,55,119,"6,020",Istiophoridae,PMUS,pelagic
1,2015,Striped marlin,49,78,"5,913",Istiophoridae,PMUS,pelagic
1,2016,Striped marlin,53,95,"6,259",Istiophoridae,PMUS,pelagic
1,2017,Striped marlin,37,59,"4,286",Istiophoridae,PMUS,pelagic
2,2015,Swordfish,3,3,187,Xiphiidae,PMUS,pelagic
2,2016,Swordfish,3,5,513,Xiphiidae,PMUS,pelagic
2,2017,Swordfish,4,4,648,Xiphiidae,PMUS,pelagic
1,2012,Swordfish,31,50,"5,830",Xiphiidae,PMUS,pelagic
1,2013,Swordfish,18,26,"3,195",Xiphiidae,PMUS,pelagic
1,2014,Swordfish,30,42,"4,509",Xiphiidae,PMUS,pelagic
1,2015,Swordfish,30,43,"4,160",Xiphiidae,PMUS,pelagic
1,2016,Swordfish,17,26,"2,712",Xiphiidae,PMUS,pelagic
1,2017,Swordfish,23,32,"4,185",Xiphiidae,PMUS,pelagic
2,2012,Tombo,17,748,"35,827",Scombridae,PMUS,pelagic
2,2013,Tombo,3,14,614,Scombridae,PMUS,pelagic
2,2014,Tombo,9,102,"4,847",Scombridae,PMUS,pelagic
2,2015,Tombo,20,215,"9,441",Scombridae,PMUS,pelagic
2,2016,Tombo,5,27,"1,238",Scombridae,PMUS,pelagic
2,2017,Tombo,7,183,"9,771",Scombridae,PMUS,pelagic
1,2012,Tombo,201,"10,313","494,443",Scombridae,PMUS,pelagic
1,2013,Tombo,98,587,"27,461",Scombridae,PMUS,pelagic
1,2014,Tombo,130,"2,191","96,528",Scombridae,PMUS,pelagic
1,2015,Tombo,127,"2,893","126,991",Scombridae,PMUS,pelagic
1,2016,Tombo,98,"1,069","49,160",Scombridae,PMUS,pelagic
1,2017,Tombo,78,"1,040","54,545",Scombridae,PMUS,pelagic
2,2014,Tuna-misc.,6,19,103,Scombridae,PMUS,pelagic
1,2012,Tuna-misc.,3,3,237,Scombridae,PMUS,pelagic
1,2013,Tuna-misc.,3,23,160,Scombridae,PMUS,pelagic
1,2015,Tuna-misc.,3,7,233,Scombridae,PMUS,pelagic
1,2015,Walu,3,12,47,Exocoetidae,PMUS,pelagic
2,2012,Yellowfin tuna,100,"1,552","42,022",Scombridae,PMUS,pelagic
2,2013,Yellowfin tuna,89,"1,099","35,806",Scombridae,PMUS,pelagic
2,2014,Yellowfin tuna,89,"2,161","38,514",Scombridae,PMUS,pelagic
2,2015,Yellowfin tuna,99,"3,584","75,638",Scombridae,PMUS,pelagic
2,2016,Yellowfin tuna,62,"1,431","29,628",Scombridae,PMUS,pelagic
2,2017,Yellowfin tuna,72,"1,852","55,586",Scombridae,PMUS,pelagic
1,2012,Yellowfin tuna,401,"19,446","559,220",Scombridae,PMUS,pelagic
1,2013,Yellowfin tuna,387,"19,228","629,073",Scombridae,PMUS,pelagic
1,2014,Yellowfin tuna,398,"18,008","643,798",Scombridae,PMUS,pelagic
